breach_id,detected_at,event_id,user_id,user_role,action,resource,flags,severity,severity_level,notify_by,notify_hrs,records_at_risk,phi_elements,notify_hhs,notify_media,status,description
BRH000072,2026-06-07T16:07:33.031922,EVT00000211,USR003,DATA_ANALYST,READ,CLINICAL_NOTES,['CLEARANCE_EXCEEDED'],HIGH,3,2026-06-10T16:07:33.031922,72,2,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Notify within 72 hours
BRH000073,2026-06-07T16:07:33.031922,EVT00000215,USR008,EXTERNAL,READ,LAB_RESULTS,"['UNAUTHORIZED_PHI_ACCESS', 'EXTERNAL_CLINICAL_ACCESS']",CRITICAL,4,2026-06-08T16:07:33.031922,24,3,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000074,2026-06-07T16:07:33.031922,EVT00000216,USR008,EXTERNAL,UPDATE,LAB_RESULTS,"['UNAUTHORIZED_PHI_ACCESS', 'EXTERNAL_CLINICAL_ACCESS']",CRITICAL,4,2026-06-08T16:07:33.031922,24,31,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000075,2026-06-07T16:07:33.031922,EVT00000226,USR001,PHYSICIAN,FAILED_LOGIN,EHR_FULL_RECORD,['FAILED_AUTHENTICATION'],MEDIUM,2,2026-06-14T16:07:33.031922,168,39,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Notify within 7 days
BRH000076,2026-06-07T16:07:33.031922,EVT00000227,USR008,EXTERNAL,WRITE,INSURANCE_CLAIMS,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.031922,24,14,"['Patient Name', 'Date of Birth', 'Medical Record Number']",False,False,OPEN,Immediate notification required
BRH000077,2026-06-07T16:07:33.031922,EVT00000228,USR007,IT_SUPPORT,PRINT,LAB_RESULTS,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.031922,24,6,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000078,2026-06-07T16:07:33.031922,EVT00000230,USR005,ADMIN,READ,LAB_RESULTS,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.031922,24,2,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000079,2026-06-07T16:07:33.031922,EVT00000234,USR007,IT_SUPPORT,WRITE,LAB_RESULTS,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.031922,24,17,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000080,2026-06-07T16:07:33.031922,EVT00000235,USR007,IT_SUPPORT,READ,PRESCRIPTIONS,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.031922,24,8,"['Patient Name', 'Date of Birth', 'Medical Record Number']",False,False,OPEN,Immediate notification required
BRH000081,2026-06-07T16:07:33.031922,EVT00000242,USR005,ADMIN,UPDATE,IMAGING_REPORTS,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.031922,24,24,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000082,2026-06-07T16:07:33.031922,EVT00000244,USR001,PHYSICIAN,EXPORT,EHR_FULL_RECORD,['BULK_PHI_EXPORT'],CRITICAL,4,2026-06-08T16:07:33.031922,24,181,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000083,2026-06-07T16:07:33.047549,EVT00000255,USR005,ADMIN,READ,DISCHARGE_SUMMARY,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,10,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000084,2026-06-07T16:07:33.047549,EVT00000258,USR003,DATA_ANALYST,READ,CLINICAL_NOTES,['CLEARANCE_EXCEEDED'],HIGH,3,2026-06-10T16:07:33.047549,72,1,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Notify within 72 hours
BRH000085,2026-06-07T16:07:33.047549,EVT00000265,USR003,DATA_ANALYST,EXPORT,CLINICAL_NOTES,['CLEARANCE_EXCEEDED'],HIGH,3,2026-06-10T16:07:33.047549,72,841,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",True,True,OPEN,Notify within 72 hours
BRH000086,2026-06-07T16:07:33.047549,EVT00000266,USR002,NURSE,DELETE,IMAGING_REPORTS,['PHI_DELETION_ATTEMPT'],HIGH,3,2026-06-10T16:07:33.047549,72,25,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Notify within 72 hours
BRH000087,2026-06-07T16:07:33.047549,EVT00000267,USR001,PHYSICIAN,FAILED_LOGIN,DISCHARGE_SUMMARY,['FAILED_AUTHENTICATION'],MEDIUM,2,2026-06-14T16:07:33.047549,168,26,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Notify within 7 days
BRH000088,2026-06-07T16:07:33.047549,EVT00000271,USR001,PHYSICIAN,DELETE,IMAGING_REPORTS,['PHI_DELETION_ATTEMPT'],HIGH,3,2026-06-10T16:07:33.047549,72,40,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Notify within 72 hours
BRH000089,2026-06-07T16:07:33.047549,EVT00000276,USR008,EXTERNAL,READ,IMAGING_REPORTS,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,9,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000090,2026-06-07T16:07:33.047549,EVT00000279,USR007,IT_SUPPORT,EXPORT,PRESCRIPTIONS,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,10,"['Patient Name', 'Date of Birth', 'Medical Record Number']",False,False,OPEN,Immediate notification required
BRH000091,2026-06-07T16:07:33.047549,EVT00000281,USR003,DATA_ANALYST,FAILED_LOGIN,PRESCRIPTIONS,['FAILED_AUTHENTICATION'],MEDIUM,2,2026-06-14T16:07:33.047549,168,23,"['Patient Name', 'Date of Birth', 'Medical Record Number']",False,False,OPEN,Notify within 7 days
BRH000092,2026-06-07T16:07:33.047549,EVT00000291,USR004,BILLING,FAILED_LOGIN,INSURANCE_CLAIMS,['FAILED_AUTHENTICATION'],MEDIUM,2,2026-06-14T16:07:33.047549,168,20,"['Patient Name', 'Date of Birth', 'Medical Record Number']",False,False,OPEN,Notify within 7 days
BRH000093,2026-06-07T16:07:33.047549,EVT00000292,USR007,IT_SUPPORT,PRINT,PRESCRIPTIONS,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,2,"['Patient Name', 'Date of Birth', 'Medical Record Number']",False,False,OPEN,Immediate notification required
BRH000094,2026-06-07T16:07:33.047549,EVT00000294,USR007,IT_SUPPORT,READ,PATIENT_DEMOGRAPHICS,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,25,"['Patient Name', 'Date of Birth', 'Medical Record Number']",False,False,OPEN,Immediate notification required
BRH000095,2026-06-07T16:07:33.047549,EVT00000298,USR007,IT_SUPPORT,READ,INSURANCE_CLAIMS,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,6,"['Patient Name', 'Date of Birth', 'Medical Record Number']",False,False,OPEN,Immediate notification required
BRH000096,2026-06-07T16:07:33.047549,EVT00000299,USR004,BILLING,DELETE,EHR_FULL_RECORD,['PHI_DELETION_ATTEMPT'],HIGH,3,2026-06-10T16:07:33.047549,72,41,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Notify within 72 hours
BRH000097,2026-06-07T16:07:33.047549,EVT00000300,USR007,IT_SUPPORT,PRINT,INSURANCE_CLAIMS,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,16,"['Patient Name', 'Date of Birth', 'Medical Record Number']",False,False,OPEN,Immediate notification required
BRH000098,2026-06-07T16:07:33.047549,EVT00000307,USR001,PHYSICIAN,FAILED_LOGIN,IMAGING_REPORTS,['FAILED_AUTHENTICATION'],MEDIUM,2,2026-06-14T16:07:33.047549,168,29,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Notify within 7 days
BRH000099,2026-06-07T16:07:33.047549,EVT00000309,USR007,IT_SUPPORT,READ,DISCHARGE_SUMMARY,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,1,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000100,2026-06-07T16:07:33.047549,EVT00000313,USR005,ADMIN,UPDATE,PRESCRIPTIONS,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,7,"['Patient Name', 'Date of Birth', 'Medical Record Number']",False,False,OPEN,Immediate notification required
BRH000101,2026-06-07T16:07:33.047549,EVT00000317,USR001,PHYSICIAN,DELETE,PRESCRIPTIONS,['PHI_DELETION_ATTEMPT'],HIGH,3,2026-06-10T16:07:33.047549,72,22,"['Patient Name', 'Date of Birth', 'Medical Record Number']",False,False,OPEN,Notify within 72 hours
BRH000102,2026-06-07T16:07:33.047549,EVT00000318,USR001,PHYSICIAN,DELETE,INSURANCE_CLAIMS,['PHI_DELETION_ATTEMPT'],HIGH,3,2026-06-10T16:07:33.047549,72,17,"['Patient Name', 'Date of Birth', 'Medical Record Number']",False,False,OPEN,Notify within 72 hours
BRH000103,2026-06-07T16:07:33.047549,EVT00000320,USR002,NURSE,EXPORT,EHR_FULL_RECORD,['BULK_PHI_EXPORT'],CRITICAL,4,2026-06-08T16:07:33.047549,24,392,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000104,2026-06-07T16:07:33.047549,EVT00000327,USR003,DATA_ANALYST,READ,CLINICAL_NOTES,['CLEARANCE_EXCEEDED'],HIGH,3,2026-06-10T16:07:33.047549,72,4,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Notify within 72 hours
BRH000105,2026-06-07T16:07:33.047549,EVT00000329,USR002,NURSE,DELETE,LAB_RESULTS,['PHI_DELETION_ATTEMPT'],HIGH,3,2026-06-10T16:07:33.047549,72,3,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Notify within 72 hours
BRH000106,2026-06-07T16:07:33.047549,EVT00000334,USR003,DATA_ANALYST,WRITE,PATIENT_DEMOGRAPHICS,['CLEARANCE_EXCEEDED'],HIGH,3,2026-06-10T16:07:33.047549,72,20,"['Patient Name', 'Date of Birth', 'Medical Record Number']",False,False,OPEN,Notify within 72 hours
BRH000107,2026-06-07T16:07:33.047549,EVT00000337,USR008,EXTERNAL,UPDATE,DISCHARGE_SUMMARY,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,33,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000108,2026-06-07T16:07:33.047549,EVT00000341,USR002,NURSE,EXPORT,EHR_FULL_RECORD,['BULK_PHI_EXPORT'],CRITICAL,4,2026-06-08T16:07:33.047549,24,628,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",True,True,OPEN,Immediate notification required
BRH000109,2026-06-07T16:07:33.047549,EVT00000345,USR005,ADMIN,UPDATE,EHR_FULL_RECORD,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,45,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000110,2026-06-07T16:07:33.047549,EVT00000351,USR007,IT_SUPPORT,UPDATE,DISCHARGE_SUMMARY,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,15,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000111,2026-06-07T16:07:33.047549,EVT00000353,USR002,NURSE,EXPORT,EHR_FULL_RECORD,['BULK_PHI_EXPORT'],CRITICAL,4,2026-06-08T16:07:33.047549,24,729,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",True,True,OPEN,Immediate notification required
BRH000112,2026-06-07T16:07:33.047549,EVT00000354,USR001,PHYSICIAN,EXPORT,EHR_FULL_RECORD,['BULK_PHI_EXPORT'],CRITICAL,4,2026-06-08T16:07:33.047549,24,273,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000113,2026-06-07T16:07:33.047549,EVT00000355,USR007,IT_SUPPORT,UPDATE,CLINICAL_NOTES,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,44,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000114,2026-06-07T16:07:33.047549,EVT00000359,USR006,RESEARCHER,DELETE,LAB_RESULTS,['PHI_DELETION_ATTEMPT'],HIGH,3,2026-06-10T16:07:33.047549,72,3,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Notify within 72 hours
BRH000115,2026-06-07T16:07:33.047549,EVT00000365,USR007,IT_SUPPORT,DELETE,EHR_FULL_RECORD,"['UNAUTHORIZED_PHI_ACCESS', 'PHI_DELETION_ATTEMPT']",CRITICAL,4,2026-06-08T16:07:33.047549,24,24,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000116,2026-06-07T16:07:33.047549,EVT00000369,USR005,ADMIN,DELETE,CLINICAL_NOTES,"['UNAUTHORIZED_PHI_ACCESS', 'PHI_DELETION_ATTEMPT']",CRITICAL,4,2026-06-08T16:07:33.047549,24,16,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000117,2026-06-07T16:07:33.047549,EVT00000372,USR002,NURSE,DELETE,DISCHARGE_SUMMARY,['PHI_DELETION_ATTEMPT'],HIGH,3,2026-06-10T16:07:33.047549,72,42,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Notify within 72 hours
BRH000118,2026-06-07T16:07:33.047549,EVT00000378,USR005,ADMIN,UPDATE,PRESCRIPTIONS,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,1,"['Patient Name', 'Date of Birth', 'Medical Record Number']",False,False,OPEN,Immediate notification required
BRH000119,2026-06-07T16:07:33.047549,EVT00000381,USR007,IT_SUPPORT,EXPORT,EHR_FULL_RECORD,"['UNAUTHORIZED_PHI_ACCESS', 'BULK_PHI_EXPORT']",CRITICAL,4,2026-06-08T16:07:33.047549,24,261,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000120,2026-06-07T16:07:33.047549,EVT00000389,USR001,PHYSICIAN,DELETE,DISCHARGE_SUMMARY,['PHI_DELETION_ATTEMPT'],HIGH,3,2026-06-10T16:07:33.047549,72,6,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Notify within 72 hours
BRH000121,2026-06-07T16:07:33.047549,EVT00000393,USR007,IT_SUPPORT,WRITE,PATIENT_DEMOGRAPHICS,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,9,"['Patient Name', 'Date of Birth', 'Medical Record Number']",False,False,OPEN,Immediate notification required
BRH000122,2026-06-07T16:07:33.047549,EVT00000394,USR005,ADMIN,UPDATE,PRESCRIPTIONS,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,25,"['Patient Name', 'Date of Birth', 'Medical Record Number']",False,False,OPEN,Immediate notification required
BRH000123,2026-06-07T16:07:33.047549,EVT00000395,USR005,ADMIN,UPDATE,LAB_RESULTS,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,26,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000124,2026-06-07T16:07:33.047549,EVT00000398,USR005,ADMIN,WRITE,CLINICAL_NOTES,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,23,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000125,2026-06-07T16:07:33.047549,EVT00000416,USR003,DATA_ANALYST,FAILED_LOGIN,CLINICAL_NOTES,"['FAILED_AUTHENTICATION', 'CLEARANCE_EXCEEDED']",HIGH,3,2026-06-10T16:07:33.047549,72,43,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Notify within 72 hours
BRH000126,2026-06-07T16:07:33.047549,EVT00000419,USR005,ADMIN,PRINT,PATIENT_DEMOGRAPHICS,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,13,"['Patient Name', 'Date of Birth', 'Medical Record Number']",False,False,OPEN,Immediate notification required
BRH000127,2026-06-07T16:07:33.047549,EVT00000421,USR008,EXTERNAL,DELETE,CLINICAL_NOTES,"['UNAUTHORIZED_PHI_ACCESS', 'EXTERNAL_CLINICAL_ACCESS', 'PHI_DELETION_ATTEMPT']",CRITICAL,4,2026-06-08T16:07:33.047549,24,26,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000128,2026-06-07T16:07:33.047549,EVT00000422,USR008,EXTERNAL,LOGIN,LAB_RESULTS,['EXTERNAL_CLINICAL_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,38,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000129,2026-06-07T16:07:33.047549,EVT00000425,USR005,ADMIN,DELETE,IMAGING_REPORTS,"['UNAUTHORIZED_PHI_ACCESS', 'PHI_DELETION_ATTEMPT']",CRITICAL,4,2026-06-08T16:07:33.047549,24,13,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000130,2026-06-07T16:07:33.047549,EVT00000427,USR005,ADMIN,READ,DISCHARGE_SUMMARY,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,9,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000131,2026-06-07T16:07:33.047549,EVT00000430,USR007,IT_SUPPORT,READ,EHR_FULL_RECORD,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,1,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000132,2026-06-07T16:07:33.047549,EVT00000433,USR005,ADMIN,EXPORT,DISCHARGE_SUMMARY,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,854,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",True,True,OPEN,Immediate notification required
BRH000133,2026-06-07T16:07:33.047549,EVT00000438,USR001,PHYSICIAN,DELETE,EHR_FULL_RECORD,['PHI_DELETION_ATTEMPT'],HIGH,3,2026-06-10T16:07:33.047549,72,46,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Notify within 72 hours
BRH000134,2026-06-07T16:07:33.047549,EVT00000439,USR007,IT_SUPPORT,UPDATE,EHR_FULL_RECORD,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,5,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000135,2026-06-07T16:07:33.047549,EVT00000445,USR007,IT_SUPPORT,READ,DISCHARGE_SUMMARY,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,2,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000136,2026-06-07T16:07:33.047549,EVT00000449,USR003,DATA_ANALYST,READ,CLINICAL_NOTES,['CLEARANCE_EXCEEDED'],HIGH,3,2026-06-10T16:07:33.047549,72,9,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Notify within 72 hours
BRH000137,2026-06-07T16:07:33.047549,EVT00000450,USR008,EXTERNAL,READ,IMAGING_REPORTS,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,5,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Immediate notification required
BRH000138,2026-06-07T16:07:33.047549,EVT00000452,USR007,IT_SUPPORT,READ,PATIENT_DEMOGRAPHICS,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,24,"['Patient Name', 'Date of Birth', 'Medical Record Number']",False,False,OPEN,Immediate notification required
BRH000139,2026-06-07T16:07:33.047549,EVT00000454,USR005,ADMIN,EXPORT,LAB_RESULTS,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,949,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",True,True,OPEN,Immediate notification required
BRH000140,2026-06-07T16:07:33.047549,EVT00000455,USR005,ADMIN,READ,PATIENT_DEMOGRAPHICS,['UNAUTHORIZED_PHI_ACCESS'],CRITICAL,4,2026-06-08T16:07:33.047549,24,18,"['Patient Name', 'Date of Birth', 'Medical Record Number']",False,False,OPEN,Immediate notification required
BRH000141,2026-06-07T16:07:33.047549,EVT00000458,USR006,RESEARCHER,DELETE,CLINICAL_NOTES,['PHI_DELETION_ATTEMPT'],HIGH,3,2026-06-10T16:07:33.047549,72,38,"['Patient Name', 'Date of Birth', 'Medical Record Number', 'Diagnosis Codes (ICD-10)', 'Lab Results (LOINC)', 'Medications (RxNorm)', 'Clinical Notes']",False,False,OPEN,Notify within 72 hours
